iter	Passed	Remaining
898	1287	144
899	1288	143
900	1290	141
901	1291	140
902	1292	138
903	1293	137
904	1294	135
905	1295	134
906	1296	132
907	1298	131
908	1299	130
909	1300	128
910	1301	127
911	1302	125
912	1303	124
913	1304	122
914	1305	121
915	1306	119
916	1307	118
917	1308	116
918	1309	115
919	1310	113
920	1311	112
921	1312	111
922	1314	109
923	1315	108
924	1317	106
925	1318	105
926	1319	103
927	1320	102
928	1321	101
929	1322	99
930	1323	98
931	1324	96
932	1326	95
933	1327	93
934	1328	92
935	1329	90
936	1331	89
937	1333	88
938	1334	86
939	1335	85
940	1336	83
941	1337	82
942	1338	80
943	1339	79
944	1341	78
945	1342	76
946	1343	75
947	1345	73
948	1347	72
949	1348	70
950	1349	69
951	1351	68
952	1352	66
953	1353	65
954	1354	63
955	1355	62
956	1356	60
957	1358	59
958	1359	58
959	1360	56
960	1362	55
961	1363	53
962	1364	52
963	1365	51
964	1366	49
965	1367	48
966	1368	46
967	1369	45
968	1370	43
969	1371	42
970	1373	41
971	1374	39
972	1377	38
973	1378	36
974	1379	35
975	1380	33
976	1381	32
977	1382	31
978	1383	29
979	1385	28
980	1386	26
981	1387	25
982	1389	24
983	1390	22
984	1392	21
985	1393	19
986	1394	18
987	1395	16
988	1396	15
989	1397	14
990	1398	12
991	1399	11
992	1400	9
993	1401	8
994	1403	7
995	1405	5
996	1406	4
997	1407	2
998	1409	1
999	1410	0
